Name,Debut,Final,Position,Height,Weight,Birthday,School,HOF,Active,G,PTS,TRB,AST,FG%,FG3%,FT%,eFG%,PER,WS
Marial Shayok,2020,2020,['Guard'],77,198.0,"July 26, 1995","['Virginia', ' Iowa State']",False,True,4,2.8,1.8,0.3,25.0,33.3,75.0,33.3,1.4,-0.1
Bob Shea,1947,1947,['Forward'],74,194.0,"September 11, 1924",['Rhode Island'],False,False,43,2.2,,0.1,24.2,,57.6,,,-0.4
Jamal Shead,2025,2025,['Guard'],72,200.0,"June 24, 2002",['Houston'],False,True,75,7.1,1.5,4.2,40.5,32.3,76.8,47.6,9.9,0.8
Fred Sheffield,1947,1947,['Forward'],74,165.0,"November 5, 1923",['Utah'],False,False,22,3.4,,0.2,19.9,,61.5,,,-0.5
Craig Shelton,1981,1982,['Forward'],79,210.0,"May 1, 1957",['Georgetown'],False,False,59,4.1,2.4,0.5,45.3,0.0,60.0,45.3,8.7,0.0
Lonnie Shelton,1977,1986,"['Forward', 'Center']",80,240.0,"October 19, 1955",['Oregon State'],False,False,673,12.0,6.1,2.2,49.2,9.7,73.8,49.2,14.2,37.5
Tornike Shengelia,2013,2014,['Forward'],81,217.0,"October 5, 1991",,False,False,45,1.3,0.9,0.4,45.1,12.5,50.0,46.1,5.7,-0.2
Billy Shepherd,1973,1975,['Guard'],70,160.0,"November 18, 1949",['Butler'],False,False,169,5.7,1.1,3.9,38.7,35.7,69.6,45.5,12.1,2.8
Ben Sheppard,2024,2025,['Guard'],78,190.0,"July 16, 2001",['Belmont'],False,True,120,4.9,2.2,1.2,40.7,33.0,88.7,52.0,8.7,2.9
Jeff Sheppard,1999,1999,['Guard'],75,190.0,"September 29, 1974",['Kentucky'],False,False,18,2.2,1.2,0.9,38.5,28.6,61.5,41.0,8.7,0.3
Reed Sheppard,2025,2025,['Guard'],74,185.0,"June 24, 2004",['Kentucky'],False,True,52,4.4,1.5,1.4,35.1,33.8,81.3,45.2,9.7,0.8
Steve Sheppard,1978,1979,['Forward'],78,215.0,"March 21, 1954",['Maryland'],False,False,106,3.5,1.7,0.6,45.9,,63.3,,10.8,0.9
Ed Sherod,1983,1983,['Guard'],74,170.0,"September 13, 1959",['VCU'],False,False,64,6.2,2.3,4.9,40.6,7.7,65.0,40.7,11.4,2.5
Charley Shipp,1950,1950,"['Guard', 'Forward']",73,200.0,"December 3, 1913",['Catholic University of America'],False,False,23,4.7,,2.0,25.5,,72.5,,,-0.6
Paul Shirley,2003,2005,"['Forward', 'Center']",82,230.0,"December 23, 1977",['Iowa State'],False,False,18,1.8,1.1,0.4,39.5,0.0,42.9,39.5,4.5,-0.2
Gene Short,1976,1976,['Forward'],78,200.0,"August 7, 1953",['Jackson State University'],False,False,34,2.5,1.4,0.3,35.2,,62.5,,9.8,-0.1
Purvis Short,1979,1990,"['Forward', 'Guard']",79,210.0,"July 2, 1957",['Jackson State University'],False,False,842,17.3,4.3,2.5,47.4,28.2,82.4,47.9,16.9,51.1
Dexter Shouse,1990,1990,['Guard'],74,200.0,"March 24, 1963",['University of South Alabama'],False,False,3,0.0,0.0,0.7,0.0,0.0,,0.0,-6.8,-0.1
Dick Shrider,1949,1949,['Guard'],74,190.0,"February 7, 1923",['Ohio University'],False,False,4,0.3,,0.5,,,33.3,,,0.0
Gene Shue,1955,1964,['Guard'],74,170.0,"December 18, 1931",['Maryland'],False,False,699,14.4,4.1,3.7,39.6,,80.6,,13.7,38.9
John Shumate,1976,1981,"['Forward', 'Center']",81,235.0,"April 6, 1952",['Notre Dame'],False,False,318,12.3,7.5,1.8,51.6,0.0,72.0,51.6,15.9,24.5
Iman Shumpert,2012,2021,['Guard'],77,215.0,"June 26, 1990",['Georgia Tech'],False,False,461,7.2,3.3,1.8,39.1,33.7,76.4,46.9,9.7,12.9
Alexey Shved,2013,2015,['Guard'],78,190.0,"December 16, 1988",,False,False,182,7.4,2.0,2.5,36.9,30.6,76.2,43.6,12.8,3.1
Pascal Siakam,2017,2025,"['Forward', 'Center']",80,230.0,"April 2, 1994",['New Mexico State'],False,True,629,18.0,6.7,3.6,49.9,33.9,76.3,53.9,18.5,55.5
Jordan Sibert,2019,2019,['Guard'],76,187.0,"August 1, 1992","['Ohio State', ' Dayton']",False,False,1,3.0,0.0,0.0,100.0,100.0,,150.0,29.7,0.0
Sam Sibert,1973,1973,['Forward'],79,215.0,"February 11, 1949",['Kentucky State University'],False,False,5,2.4,0.8,0.0,30.8,,80.0,,6.4,-0.1
Mark Sibley,1974,1974,['Guard'],74,175.0,"November 13, 1950",['Northwestern'],False,False,28,1.6,0.9,0.5,35.7,,85.7,,9.3,-0.2
Jerry Sichting,1981,1990,['Guard'],73,168.0,"November 29, 1956",['Purdue'],False,False,598,6.9,1.4,3.3,50.7,27.1,85.7,51.3,11.7,21.2
Don Sidle,1969,1972,"['Forward', 'Center']",80,215.0,"June 21, 1946",['Oklahoma'],False,False,314,13.5,8.0,1.0,48.1,13.8,71.7,48.1,17.8,23.1
Larry Siegfried,1964,1972,['Forward'],75,190.0,"May 22, 1939",['Ohio State'],False,False,550,10.8,2.8,3.5,40.9,,85.4,,13.7,33.1
Ralph Siewert,1947,1947,['Center'],85,230.0,"December 31, 1923",['Dakota Wesleyan University'],False,False,21,1.0,,0.2,13.6,,53.3,,,-0.3
Jack Sikma,1978,1991,"['Center', 'Forward']",83,230.0,"November 14, 1955",['Illinois Wesleyan University'],True,False,1107,15.6,9.8,3.2,46.4,32.8,84.9,47.1,17.3,112.5
James Silas,1973,1982,['Guard'],73,180.0,"February 11, 1949",['Stephen F. Austin'],False,False,685,16.1,3.0,3.8,49.5,0.0,85.5,49.5,16.9,60.3
Paul Silas,1965,1980,"['Forward', 'Center']",79,220.0,"July 12, 1943",['Creighton'],False,False,1254,9.4,9.9,2.1,43.2,,67.3,43.2,13.9,79.9
Xavier Silas,2012,2018,['Guard'],77,205.0,"January 22, 1988","['Colorado', ' Northern Illinois']",False,False,4,2.8,1.5,0.8,22.2,12.5,66.7,25.0,-0.7,-0.1
Garret Siler,2011,2011,['Center'],83,305.0,"October 25, 1986",['Augusta State University'],False,False,21,2.1,1.3,0.1,54.8,,50.0,54.8,13.5,0.1
Mike Silliman,1971,1971,['Forward'],78,225.0,"May 5, 1944",['United States Military Academy'],False,False,36,2.5,1.7,0.6,45.6,,48.7,,8.0,0.3
Chris Silva,2020,2023,['Forward'],80,234.0,"September 19, 1996",['South Carolina'],False,True,70,2.8,2.7,0.5,60.9,25.0,70.7,61.4,15.2,1.7
Wayne Simien,2006,2007,['Forward'],81,255.0,"March 9, 1983",['Kansas'],False,False,51,3.3,1.9,0.2,46.9,,85.4,46.9,10.5,0.9
Ben Simmons,2018,2025,"['Guard', 'Forward']",82,240.0,"July 20, 1996",['LSU'],False,True,383,13.1,7.4,7.2,55.8,13.9,59.2,55.9,18.4,35.4
Bobby Simmons,2002,2012,"['Guard', 'Forward']",79,210.0,"June 2, 1980",['DePaul'],False,False,466,9.0,3.8,1.5,43.7,39.6,82.3,49.0,12.9,20.1
Cedric Simmons,2007,2009,['Forward'],81,235.0,"January 3, 1986",['NC State'],False,False,75,2.2,1.9,0.2,40.9,,39.0,40.9,7.3,0.1
Connie Simmons,1947,1956,"['Center', 'Forward']",80,222.0,"March 15, 1925",,False,False,598,9.8,6.2,1.6,35.1,,67.8,,15.0,29.3
Grant Simmons,1968,1969,['Guard'],75,190.0,"March 7, 1943",['Nebraska'],False,False,95,9.0,2.8,2.1,42.0,8.3,70.4,42.2,9.9,5.1
Johnny Simmons,1947,1947,['Guard'],73,184.0,"July 7, 1924",['NYU'],False,False,60,5.3,,0.5,28.0,,61.4,,,1.7
Jonathon Simmons,2016,2019,"['Guard', 'Forward']",78,195.0,"September 14, 1989",['Houston'],False,False,258,8.3,2.4,1.9,44.3,31.7,75.6,48.4,11.0,6.2
Kobi Simmons,2018,2024,['Guard'],77,166.0,"July 4, 1997",['Arizona'],False,True,42,5.3,1.5,2.0,41.7,26.9,100.0,44.9,8.3,0.0
Lionel Simmons,1991,1997,"['Forward', 'Guard']",79,210.0,"November 14, 1968",['La Salle'],False,False,454,12.8,6.2,3.3,43.3,30.5,77.1,43.7,14.7,16.9
Miles Simon,1999,1999,['Guard'],75,202.0,"November 21, 1975",['Arizona'],False,False,5,0.4,0.4,0.0,20.0,0.0,,20.0,-7.2,-0.1
Walt Simon,1968,1974,"['Forward', 'Guard']",78,200.0,"December 1, 1939",['Benedict College'],False,False,541,11.9,5.0,2.7,46.2,13.3,70.4,46.3,14.8,27.6
Marko Simonovic,2022,2023,['Center'],83,216.0,"October 15, 1999",,False,True,16,1.4,0.8,0.0,27.3,22.2,69.2,31.8,6.4,0.0
Anfernee Simons,2019,2025,['Guard'],75,181.0,"June 8, 1999",,False,True,389,15.0,2.5,3.3,43.1,38.1,88.0,53.1,13.9,12.8
Dickey Simpkins,1995,2002,['Forward'],81,248.0,"April 6, 1972",['Providence'],False,False,327,4.2,3.6,0.9,44.0,22.2,61.8,44.1,9.5,4.7
KJ Simpson,2025,2025,['Guard'],72,189.0,"August 8, 2002",['Colorado'],False,True,36,7.8,3.0,3.1,34.6,25.4,82.0,40.0,8.3,-0.4
Ralph Simpson,1971,1980,"['Guard', 'Forward']",77,200.0,"August 10, 1949",['Michigan State'],False,False,705,16.7,3.7,3.3,44.9,19.0,76.3,45.1,16.1,29.0
Zavier Simpson,2022,2024,['Guard'],72,190.0,"February 11, 1997",['Michigan'],False,True,11,7.8,3.7,5.0,34.0,24.0,88.9,36.8,7.0,-0.2
Alvin Sims,1999,1999,['Guard'],76,235.0,"October 18, 1974",['Louisville'],False,False,4,2.8,1.0,1.3,40.0,100.0,40.0,45.0,10.9,-0.1
Bob Sims,1962,1968,"['Guard', 'Forward']",77,220.0,"October 9, 1938",['Pepperdine'],False,False,67,7.7,2.7,2.3,39.2,,57.2,39.2,9.0,0.4
Courtney Sims,2008,2009,['Center'],82,245.0,"October 21, 1983",['Michigan'],False,False,5,1.2,1.2,0.2,42.9,,,42.9,7.4,0.0
Doug Sims,1969,1969,['Forward'],79,195.0,"June 29, 1943",['Kent State University'],False,False,4,1.0,1.0,0.0,40.0,,,,5.0,0.0
Henry Sims,2013,2016,['Center'],82,248.0,"March 27, 1990",['Georgetown'],False,False,135,7.6,5.0,1.0,47.1,17.4,76.7,47.3,15.0,4.6
Jaylen Sims,2025,2025,['Guard'],78,195.0,"December 11, 1998",['UNC Wilmington'],False,True,6,7.0,1.0,2.0,42.9,40.0,80.0,53.6,9.8,0.1
Jericho Sims,2022,2025,['Forward'],82,245.0,"October 20, 1998",['Texas'],False,True,191,2.4,4.0,0.5,71.4,0.0,58.5,71.4,11.7,6.9
Scott Sims,1978,1978,['Guard'],73,170.0,"April 18, 1955",['Missouri'],False,False,12,2.5,1.1,1.7,38.5,,66.7,,5.2,-0.2
Kyle Singler,2013,2018,['Forward'],80,228.0,"May 4, 1988",['Duke'],False,False,356,6.5,2.9,0.8,41.8,36.2,78.6,49.3,9.5,10.0
Sean Singletary,2009,2009,['Guard'],72,185.0,"September 6, 1985",['Virginia'],False,False,37,2.4,0.9,0.8,36.5,40.0,85.7,42.4,6.7,0.0
Chris Singleton,2012,2014,['Forward'],80,230.0,"November 21, 1989",['Florida State'],False,False,148,4.1,3.2,0.6,37.6,31.9,63.3,42.3,8.2,2.3
James Singleton,2006,2012,['Forward'],80,216.0,"July 20, 1981",['Murray State'],False,False,243,3.9,3.7,0.4,46.2,29.2,83.3,48.5,14.0,8.1
McKinley Singleton,1987,1987,['Guard'],77,175.0,"October 29, 1961",['UAB'],False,False,2,2.0,0.0,0.5,66.7,0.0,,66.7,13.3,0.0
Zeke Sinicola,1952,1954,['Guard'],70,165.0,"January 25, 1929",['Niagara University'],False,False,12,1.1,0.2,0.3,25.0,,37.5,,-3.4,-0.2
Deividas Sirvydis,2021,2022,"['Guard', 'Forward']",80,190.0,"June 10, 2000",,False,True,23,1.9,1.5,0.3,30.0,31.4,50.0,41.0,4.7,-0.1
Charlie Sitton,1985,1985,['Forward'],80,210.0,"July 3, 1962",['Oregon State'],False,False,43,2.1,1.4,0.6,41.5,0.0,52.0,41.5,8.0,0.1
Peyton Siva,2014,2014,['Guard'],72,185.0,"October 24, 1990",['Louisville'],False,False,24,2.3,0.6,1.4,31.6,28.0,73.3,37.7,5.7,-0.2
Dmytro Skapintsev,2024,2024,['Center'],85,260.0,"May 12, 1998",['Cal State Northridge'],False,True,2,0.0,0.0,0.0,0.0,,,0.0,-19.3,0.0
Scott Skiles,1987,1996,['Guard'],73,180.0,"March 5, 1964",['Michigan State'],False,False,600,11.1,2.5,6.5,43.5,37.9,88.9,48.5,14.4,30.4
Al Skinner,1975,1980,['Guard'],75,190.0,"June 16, 1952",['UMass'],False,False,337,9.1,3.3,2.8,45.2,27.3,81.3,45.2,13.8,13.2
Brian Skinner,1999,2012,['Forward'],81,255.0,"May 19, 1976",['Baylor'],False,False,608,4.7,4.7,0.5,49.4,33.3,56.6,49.4,12.0,15.8
Tal Skinner,1975,1976,"['Forward', 'Guard']",77,195.0,"September 10, 1952",['University of Maryland Eastern Shore'],False,False,145,4.6,4.2,1.0,43.4,,63.3,,9.5,3.4
Whitey Skoog,1952,1957,['Guard'],71,180.0,"November 2, 1926",['Minnesota'],False,False,341,8.2,3.3,2.6,38.8,,79.9,,11.0,14.3
Jeff Slade,1963,1963,['Forward'],78,220.0,"March 1, 1941",['Kenyon College'],False,False,3,1.3,2.3,0.0,40.0,,0.0,,5.8,0.0
Reggie Slater,1995,2003,['Forward'],79,215.0,"August 27, 1970",['Wyoming'],False,False,259,5.6,3.0,0.6,48.4,0.0,62.9,48.4,13.7,5.3
Jim Slaughter,1952,1952,['Center'],83,210.0,"May 13, 1928",['South Carolina'],False,False,28,5.3,5.3,0.9,32.1,,60.3,,10.1,-0.1
Jose Slaughter,1983,1983,['Guard'],77,205.0,"September 9, 1960",['University of Portland'],False,False,63,3.6,1.1,0.8,37.4,22.0,64.4,39.3,10.5,-0.1
Jalen Slawson,2024,2024,['Forward'],79,215.0,"October 22, 1999",['Furman University'],False,True,12,0.7,0.6,0.2,66.7,0.0,,66.7,6.6,0.0
Tamar Slay,2003,2005,['Guard'],80,215.0,"April 2, 1980",['Marshall'],False,False,66,2.6,1.1,0.5,36.1,26.5,53.8,39.4,6.5,-0.3
Donald Sloan,2012,2016,['Guard'],75,205.0,"January 15, 1988",['Texas A&M'],False,False,218,5.5,2.1,3.0,40.9,31.0,75.4,45.4,11.9,4.0
Jerry Sloan,1966,1976,"['Guard', 'Forward']",77,195.0,"March 28, 1942",['University of Evansville'],True,False,755,14.0,7.4,2.5,42.7,,72.2,,13.2,49.5
Uroš Slokar,2007,2007,['Forward'],82,238.0,"May 14, 1983",,False,False,20,1.9,0.7,0.1,53.8,50.0,69.2,55.8,13.9,0.1
Tom Sluby,1985,1985,['Guard'],76,200.0,"February 18, 1962",['Notre Dame'],False,False,31,2.4,0.4,0.5,51.7,0.0,61.9,51.7,12.2,0.2
Alen Smailagić,2020,2021,['Forward'],82,215.0,"August 18, 2000",,False,True,29,3.0,1.5,0.6,46.3,30.4,72.0,51.5,12.4,0.3
Javonte Smart,2022,2024,['Guard'],76,205.0,"June 3, 1999",['LSU'],False,True,18,2.8,1.3,0.9,31.7,29.6,83.3,38.3,5.1,-0.2
Keith Smart,1989,1989,['Guard'],73,175.0,"September 21, 1964",['Indiana'],False,False,2,1.0,0.5,1.0,0.0,0.0,100.0,0.0,0.0,0.0
Marcus Smart,2015,2025,['Guard'],75,220.0,"March 6, 1994",['Oklahoma State'],False,True,635,10.6,3.4,4.6,38.8,32.4,77.6,47.4,12.4,34.2
Belus Smawley,1947,1952,"['Guard', 'Forward']",73,195.0,"March 20, 1918",['Appalachian State University'],False,False,261,12.7,2.8,2.3,34.7,,79.7,,3.1,22.9
Jack Smiley,1949,1950,"['Forward', 'Guard']",75,190.0,"December 22, 1922",['Illinois'],False,False,118,6.2,,2.5,25.6,,67.9,,,0.6
Adrian Smith,1962,1972,['Guard'],73,180.0,"October 5, 1936","['Northeast Mississippi Community College', ' Kentucky']",False,False,772,11.3,2.1,2.3,43.0,18.2,83.8,43.0,12.2,33.2
Al Smith,1972,1976,['Guard'],73,185.0,"January 15, 1947",['Bradley'],False,False,337,9.8,2.6,5.3,40.7,29.2,77.3,42.7,11.2,11.1
Bill Smith,1962,1962,"['Guard', 'Forward']",77,190.0,"April 26, 1939","[""Saint Peter's College""]",False,False,9,2.6,1.8,0.8,24.2,,87.5,,5.7,-0.2
Bingo Smith,1970,1980,"['Forward', 'Guard']",77,195.0,"February 26, 1946",['Tulsa'],False,False,865,12.6,4.2,2.0,44.9,28.4,79.8,45.0,14.1,33.3
Bobby Smith,1960,1962,['Guard'],76,190.0,"August 20, 1937",['West Virginia'],False,False,13,2.8,2.5,1.1,23.6,,68.8,,6.7,-0.3
Charles Smith,1989,1997,"['Forward', 'Center']",82,230.0,"July 16, 1965",['Pitt'],False,False,564,14.4,5.8,1.4,47.5,19.4,77.4,47.7,15.7,40.9
Charles Smith,1990,1996,['Guard'],73,160.0,"November 29, 1967",['Georgetown'],False,False,73,2.5,1.0,1.6,43.3,0.0,67.5,43.3,11.9,0.9
Charles Smith,1998,2006,['Guard'],76,194.0,"August 22, 1975",['New Mexico'],False,False,142,5.1,1.4,0.9,40.9,28.8,60.6,45.9,11.5,1.5
Chris Smith,1993,1995,['Guard'],75,190.0,"May 17, 1970",['UConn'],False,False,224,5.1,1.3,2.8,43.5,36.6,71.3,46.6,10.7,3.2
Chris Smith,2014,2014,['Guard'],74,200.0,"October 13, 1987","['Manhattan University', ' Louisville']",False,False,2,0.0,0.0,0.0,,,,,0.0,0.0
Clinton Smith,1987,1991,['Forward'],78,210.0,"January 19, 1964","['Ohio State', ' Cleveland State University']",False,False,46,2.9,1.3,1.1,43.0,0.0,71.4,43.0,11.0,0.3
Craig Smith,2007,2012,['Forward'],79,250.0,"November 10, 1983",['Boston College'],False,False,403,7.6,3.9,0.8,55.3,3.7,66.1,55.3,16.2,16.0
Deb Smith,1947,1947,['Forward'],75,180.0,"January 7, 1920",['Utah'],False,False,48,1.5,,0.1,26.9,,42.9,,,0.7
Dennis Smith Jr.,2018,2024,['Guard'],74,205.0,"November 25, 1997",['NC State'],False,True,326,9.7,3.0,4.2,40.7,29.8,67.4,45.2,12.3,2.3
Derek Smith,1983,1991,"['Guard', 'Forward']",78,205.0,"November 1, 1961",['Louisville'],False,False,408,12.8,3.2,2.1,49.9,29.4,75.3,50.4,15.1,18.3
Don Smith,1949,1949,"['Guard', 'Forward']",74,190.0,"July 27, 1920",['Minnesota'],False,False,8,0.8,,0.3,15.4,,66.7,,,-0.1
Don Smith,1975,1975,['Guard'],72,160.0,"October 10, 1951",['Dayton'],False,False,54,5.2,0.6,0.9,40.8,,100.0,,12.6,0.0
Donta Smith,2005,2006,"['Guard', 'Forward']",79,215.0,"November 27, 1983",['Southeastern Illinois College'],False,False,61,2.7,1.1,0.8,42.1,30.8,65.0,45.0,11.1,0.5
Doug Smith,1992,1996,['Forward'],82,220.0,"September 17, 1969",['Missouri'],False,False,296,8.0,4.2,1.4,42.5,8.3,77.3,42.6,11.7,3.0
Dru Smith,2023,2025,['Guard'],75,203.0,"December 30, 1997","['University of Evansville', ' Missouri']",False,True,38,4.5,1.9,1.6,46.0,42.4,82.4,56.1,12.7,1.3
Ed Smith,1954,1954,['Forward'],78,180.0,"July 5, 1929",['Harvard University'],False,False,12,2.9,2.7,0.8,28.6,,53.8,,8.5,-0.3
Elmore Smith,1972,1979,['Center'],84,250.0,"May 9, 1949",['Kentucky State University'],False,False,562,13.4,10.6,1.4,48.2,,57.9,,16.2,34.7
Garfield Smith,1971,1973,"['Center', 'Forward']",81,235.0,"November 18, 1945",['Eastern Kentucky University'],False,False,134,3.2,3.3,0.4,43.7,,31.1,43.7,8.3,0.7
Greg Smith,1969,1976,['Forward'],77,195.0,"January 28, 1947",['Western Kentucky'],False,False,524,7.8,6.2,1.8,48.2,,64.6,,12.2,22.2
Greg Smith,2012,2016,['Center'],82,250.0,"January 8, 1991",['Fresno State'],False,False,149,4.0,3.3,0.3,61.7,0.0,57.6,61.7,13.8,5.5
Ish Smith,2011,2024,['Guard'],72,175.0,"July 5, 1988",['Wake Forest'],False,True,805,7.1,2.4,3.8,42.9,32.5,67.6,45.6,12.8,13.7
J.R. Smith,2005,2020,"['Guard', 'Forward']",78,225.0,"September 9, 1985",['North Carolina A&T'],False,False,977,12.4,3.1,2.1,41.9,37.3,73.3,51.1,13.9,46.3
Jabari Smith,2001,2005,['Center'],83,250.0,"February 12, 1977",['LSU'],False,False,108,3.0,1.6,0.6,41.3,12.5,69.0,41.4,9.7,1.3
Jabari Smith Jr.,2023,2025,['Forward'],83,220.0,"May 13, 2003",['Auburn'],False,True,212,13.0,7.5,1.3,43.2,34.0,80.5,51.0,12.5,11.7
Jalen Smith,2021,2025,['Forward'],82,215.0,"March 16, 2000",['Maryland'],False,True,271,8.5,5.3,0.8,50.5,33.2,75.4,57.2,17.9,12.0
Jason Smith,2008,2019,"['Forward', 'Center']",84,240.0,"March 2, 1986",['Colorado State'],False,False,616,6.1,3.4,0.7,46.8,33.3,78.3,48.0,12.9,14.1
Jerry Smith,2012,2012,['Guard'],74,190.0,"September 26, 1987",['Louisville'],False,False,5,1.4,1.4,0.8,21.4,16.7,,25.0,7.8,0.0
Jim Smith,1982,1983,['Forward'],81,225.0,"April 12, 1958",['Ohio State'],False,False,76,2.9,2.5,0.6,51.4,,46.1,51.4,9.3,0.7
Joe Smith,1996,2011,['Forward'],82,225.0,"July 26, 1975",['Maryland'],False,False,1030,10.9,6.4,1.0,45.5,23.8,79.0,45.6,15.4,60.3
John Smith,1969,1970,['Center'],84,235.0,"May 24, 1944",['University of Southern Colorado'],False,False,147,5.9,8.3,0.8,38.7,0.0,55.8,38.7,9.2,0.2
Josh Smith,2005,2018,['Forward'],81,225.0,"December 5, 1985",,False,False,894,14.5,7.4,3.1,45.2,28.5,63.2,47.2,17.4,51.0
Keith Smith,1987,1987,['Guard'],75,180.0,"March 9, 1964",['Loyola Marymount'],False,False,42,3.3,0.8,1.0,38.0,33.3,75.0,39.0,6.0,0.0
Ken Smith,1976,1976,['Forward'],79,185.0,"July 12, 1953","['Lon Morris College', ' Tulsa']",False,False,19,4.3,1.3,0.4,41.0,20.0,81.3,41.6,10.6,0.2
Kenny Smith,1988,1997,['Guard'],75,170.0,"March 8, 1965",['UNC'],False,False,737,12.8,2.0,5.5,48.0,39.9,82.9,52.5,14.9,46.8
LaBradford Smith,1992,1994,['Guard'],75,200.0,"April 3, 1969",['Louisville'],False,False,183,6.7,1.5,2.2,43.2,29.8,81.3,44.6,10.8,1.5
Larry Smith,1981,1993,"['Forward', 'Center']",80,215.0,"January 18, 1958",['Alcorn State'],False,False,883,6.7,9.2,1.1,53.1,0.0,53.1,53.1,12.6,46.0
Leon Smith,2002,2004,['Center'],82,235.0,"November 2, 1980",,False,False,15,2.2,2.2,0.2,39.3,,64.7,39.3,14.3,0.2
Michael Smith,1990,1995,['Forward'],82,225.0,"May 19, 1965",['BYU'],False,False,141,5.0,1.5,1.0,47.4,15.0,83.5,48.1,14.0,1.4
Michael Smith,1995,2001,['Forward'],80,230.0,"March 28, 1972",['Providence'],False,False,449,5.6,7.1,1.5,53.8,14.3,52.9,53.8,13.9,23.4
Mike Smith,2001,2001,['Forward'],80,195.0,"April 15, 1976",['Louisiana-Monroe'],False,False,17,3.0,1.3,0.6,32.2,16.7,62.5,34.7,8.1,-0.1
Nick Smith Jr.,2024,2025,['Guard'],74,185.0,"April 18, 2004",['Arkansas'],False,True,111,8.0,1.8,1.8,39.1,36.9,91.8,48.8,8.2,-1.1
Nolan Smith,2012,2013,['Guard'],74,185.0,"July 25, 1988",['Duke'],False,False,84,3.3,1.0,1.2,37.1,26.0,71.4,40.3,7.5,-0.8
Otis Smith,1987,1992,"['Guard', 'Forward']",77,210.0,"January 30, 1964",['Jacksonville University'],False,False,375,10.5,3.8,1.8,45.5,25.1,76.2,46.2,15.7,12.3
Pete Smith,1973,1973,['Forward'],78,205.0,,['Valdosta State University'],False,False,5,0.8,1.6,0.2,16.7,0.0,,16.7,-9.1,-0.2
Phil Smith,1975,1983,['Guard'],76,185.0,"April 22, 1952",['San Francisco'],False,False,659,15.1,3.0,3.9,47.6,25.3,77.9,47.7,15.8,41.1
Randy Smith,1972,1983,"['Guard', 'Forward']",75,180.0,"December 12, 1948",['Buffalo State'],False,False,976,16.7,3.7,4.6,47.0,15.5,78.1,47.0,16.5,60.1
Reggie Smith,1993,1994,['Center'],82,240.0,"August 21, 1970",['TCU'],False,False,66,1.5,1.8,0.1,39.4,0.0,40.4,39.4,9.1,0.4
Robert Smith,1978,1985,['Guard'],71,165.0,"March 10, 1955",['UNLV'],False,False,229,5.0,1.3,1.8,43.5,23.8,87.7,44.1,11.0,5.6
Russ Smith,2015,2016,['Guard'],72,165.0,"April 19, 1991",['Louisville'],False,False,27,2.0,0.6,0.7,31.9,18.8,76.9,35.1,7.8,-0.2
Sam Smith,1968,1971,['Forward'],79,230.0,"January 27, 1944","['Louisville', ' Kentucky Wesleyan College']",False,False,255,8.2,7.0,1.1,40.1,20.0,65.7,40.2,12.6,9.6
Sam Smith,1979,1980,['Guard'],76,200.0,"January 8, 1955",['UNLV'],False,False,46,6.8,1.4,1.3,41.9,22.9,86.2,43.3,14.2,1.1
Steve Smith,1992,2005,['Guard'],80,200.0,"March 31, 1969",['Michigan State'],False,False,942,14.3,3.2,3.1,44.0,35.8,84.5,49.4,16.1,83.7
Steven Smith,2007,2007,['Forward'],80,235.0,"April 12, 1983",['La Salle'],False,False,8,0.6,0.8,0.0,25.0,,50.0,25.0,-1.8,-0.1
Stevin Smith,1997,1997,['Guard'],74,208.0,"January 24, 1972",['Arizona State'],False,False,8,1.8,1.3,0.5,33.3,16.7,100.0,36.1,3.3,-0.1
Terquavion Smith,2024,2024,['Guard'],76,165.0,"December 31, 2002",['NC State'],False,True,16,3.3,0.3,0.8,39.1,37.1,60.0,53.3,14.8,0.1
Theron Smith,2004,2005,['Forward'],80,225.0,"October 3, 1980",['Ball State University'],False,False,53,2.8,3.0,0.7,33.5,37.5,83.3,36.0,6.0,-0.4
Tolu Smith,2025,2025,['Forward'],82,254.0,"July 26, 2000","['Western Kentucky', ' Mississippi State']",False,True,1,14.0,8.0,0.0,66.7,,66.7,66.7,19.5,0.1
Tony Smith,1991,2001,['Guard'],75,185.0,"June 14, 1968",['Marquette'],False,False,457,5.5,1.6,1.9,43.1,30.7,69.0,45.6,11.4,6.7
Tyler Smith,2025,2025,['Forward'],83,224.0,"November 2, 2004",,False,True,23,2.9,1.1,0.2,48.0,43.3,75.0,61.0,15.2,0.2
William Smith,1972,1973,['Center'],84,220.0,"February 14, 1949",['Syracuse'],False,False,30,6.8,4.8,0.7,43.1,,59.7,,11.2,0.1
Willie Smith,1977,1980,['Guard'],74,170.0,"October 26, 1953",['Missouri'],False,False,78,4.6,1.7,3.6,40.0,23.9,75.4,42.4,12.3,1.3
Zhaire Smith,2019,2020,['Guard'],75,205.0,"June 4, 1999",['Texas Tech'],False,True,13,3.7,1.2,0.9,37.8,31.6,66.7,44.4,7.6,0.0
Rik Smits,1989,2000,['Center'],88,250.0,"August 23, 1966",['Marist College'],False,False,867,14.8,6.1,1.4,50.7,11.5,77.3,50.7,17.9,56.6
Mike Smrek,1986,1992,['Center'],84,250.0,"August 31, 1962",['Canisius'],False,False,194,2.9,2.2,0.3,43.1,0.0,61.7,43.1,7.4,0.7
